branchKey,loads
,
00000903,1
0000090309,1
000009030902,1
0000,1
000009,1
,
0000,1
000009,1
00000903,1
0000090309,1
000009030b,1
,
000009,1
00000903,1
000009030b,1
0000,1
,
0000,1
000009,1
00000903,1
000009030b,1
,
0000,1
000009,1
00000903,1
000009030b,1
000009030d,1
,
000009,1
00000903,1
000009030d,1
0000,1
,
000009030d,1
0000,1
000009,1
00000903,1
,
0000,1
000009,1
00000903,1
000009030d,1
0000090400,1
,
0000,1
000009,1
00000903,1
00000904,1
0000090400,1
,
0000090402,1
0000,1
000009,1
00000904,1
0000090400,1
,
0000,1
000009,1
00000904,1
0000090400,1
0000090402,1
,
0000,1
000009,1
00000904,1
0000090402,1
,
000009,1
00000904,1
0000090402,1
0000,1
,
0000090402,1
0000,1
000009,1
00000904,1
,
0000,1
000009,1
00000904,1
,
0000,1
000009,1
00000904,1
0000090407,1
,
0000090407,1
0000,1
000009,1
00000904,1
,
0000090408,1
0000,1
000009,1
00000904,1
0000090407,1
,
00000904,1
0000090407,1
0000090408,1
0000,1
000009,1
,
0000,1
000009,1
00000904,1
0000090408,1
,
0000090409,1
0000,1
000009,1
00000904,1
0000090408,1
,
0000090409,1
0000,1
000009,1
00000904,1
0000090408,1
,
0000,1
000009,1
00000904,1
0000090409,1
,
0000,1
000009,1
00000904,1
0000090409,1
000009040c,1
,
0000,1
000009,1
00000904,1
000009040c,1
,
0000,1
000009,1
00000904,1
000009040c,1
000009040e,1
,
000009040e,1
0000,1
000009,1
00000904,1
000009040c,1
,
00000905,1
0000,1
000009,1
00000904,1
000009040e,1
,
0000090501,1
0000,1
000009,1
00000904,1
000009040e,1
00000905,1
,
0000,1
000009,1
00000905,1
0000090501,1
,
0000090501,1
0000,1
000009,1
00000905,1
,
0000,1
000009,1
00000905,1
0000090501,1
,
000009,1
00000905,1
0000,1
,
00000905,1
000009050a,1
0000,1
000009,1
,
00000905,1
000009050a,1
0000,1
000009,1
,
0000,1
000009,1
00000905,1
000009050a,1
000009050e,1
,
00000905,1
000009050a,1
000009050e,1
0000,1
000009,1
,
00000905,1
000009050e,1
0000090600,1
0000,1
000009,1
,
00000905,1
000009050e,1
00000906,1
0000090600,1
0000,1
000009,1
,
0000,1
000009,1
00000906,1
0000090600,1
0000090601,1
,
0000090600,1
0000090601,1
0000,1
000009,1
00000906,1
,
0000,1
000009,1
00000906,1
0000090601,1
0000090602,1
,
0000,1
000009,1
00000906,1
0000090601,1
0000090602,1
,
000009,1
00000906,1
0000090602,1
0000,1
,
0000,1
000009,1
00000906,1
0000090602,1
,
0000,1
000009,1
00000906,1
0000090605,1
,
0000,1
000009,1
00000906,1
0000090605,1
,
0000090605,1
0000,1
000009,1
00000906,1
,
0000090605,1
0000,1
000009,1
00000906,1
,
0000,1
000009,1
00000906,1
0000090608,1
,
0000,1
000009,1
00000906,1
0000090608,1
,
0000090608,1
0000,1
000009,1
00000906,1
,
00000906,1
0000090608,1
0000,1
000009,1
,
0000090608,1
000009060b,1
0000,1
000009,1
00000906,1
,
0000,1
000009,1
00000906,1
000009060b,1
,
0000,1
000009,1
00000906,1
000009060b,1
,
0000,1
000009,1
00000906,1
000009060b,1
000009060f,1
,
0000,1
000009,1
00000906,1
000009060f,1
,
000009060f,1
00000907020b,1
0000,1
000009,1
00000906,1
,
0000090702,1
00000907020b,1
0000,1
000009,1
00000906,1
000009060f,1
,
0000,1
000009,1
00000907,1
0000090702,1
00000907020b,1
,
0000,1
000009,1
00000907,1
0000090702,1
00000907020b,1
,
0000,1
000009,1
00000907,1
0000090702,1
,
0000,1
000009,1
00000907,1
000009070a04,1
,
0000,1
000009,1
00000907,1
000009070a,1
000009070a04,1
,
0000,1
000009,1
00000907,1
000009070a,1
000009070a04,1
,
00000907,1
000009070a,1
000009070a04,1
0000,1
000009,1
,
0000,1
000009,1
00000907,1
000009070a,1
,
0000,1
000009,1
00000907,1
000009070a,1
,
00000907,1
000009070a,1
0000,1
000009,1
,
000009070a,1
0000090805,1
0000,1
000009,1
00000907,1
,
0000,1
000009,1
00000907,1
0000090805,1
,
0000,1
000009,1
00000908,1
0000090805,1
,
0000090805,1
0000,1
000009,1
00000908,1
,
0000,1
000009,1
00000908,1
0000090805,1
,
0000,1
000009,1
00000908,1
,
0000,1
000009,1
00000908,1
,
0000,1
000009,1
00000908,1
000009080c,1
,
000009,1
00000908,1
000009080c,1
0000,1
,
0000,1
000009,1
00000908,1
000009080c,1
000009080e,1
,
000009080e,1
0000,1
000009,1
00000908,1
000009080c,1
,
0000,1
000009,1
00000908,1
000009080e,1
,
0000,1
000009,1
00000908,1
000009080e,1
00000909,1
,
0000,1
000009,1
00000908,1
00000909,1
0000090903,1
,
0000090903,1
0000,1
000009,1
00000909,1
,
0000,1
000009,1
00000909,1
0000090903,1
0000090904,1
,
00000909,1
0000090903,1
0000090904,1
0000,1
000009,1
,
0000,1
000009,1
00000909,1
0000090904,1
,
0000,1
000009,1
00000909,1
0000090904,1
,
0000,1
000009,1
00000909,1
,
000009,1
00000909,1
000009090b,1
0000,1
,
0000,1
000009,1
00000909,1
000009090b,1
,
00000909,1
000009090b,1
000009090d,1
0000,1
000009,1
,
000009090b,1
000009090d,1
0000,1
000009,1
00000909,1
,
0000,1
000009,1
00000909,1
000009090d,1
000009090e,1
,
0000,1
000009,1
00000909,1
000009090d,1
000009090e,1
,
0000,1
000009,1
00000909,1
000009090e,1
,
000009,1
00000909,1
000009090e,1
0000090a,1
0000,1
,
0000090a,1
0000,1
000009,1
00000909,1
,
000009,1
0000090a,1
0000,1
,
0000090a,1
0000,1
000009,1
,
0000,1
000009,1
0000090a,1
,
0000,1
000009,1
0000090a,1
0000090a0e,1
,
0000,1
000009,1
0000090a,1
0000090a0e,1
,
0000,1
000009,1
0000090a,1
0000090a0e,1
0000090b,1
,
0000,1
000009,1
0000090a,1
0000090a0e,1
0000090b,1
,
0000,1
000009,1
0000090b,1
,
000009,1
0000090b,1
0000090b06,1
0000,1
,
0000,1
000009,1
0000090b,1
0000090b06,1
,
0000090b06,1
0000,1
000009,1
0000090b,1
,
0000,1
000009,1
0000090b,1
0000090b06,1
,
0000,1
000009,1
0000090b,1
0000090b06,1
,
0000,1
000009,1
0000090b,1
,
0000,1
000009,1
0000090b,1
0000090b0d,1
,
0000090b0d,1
0000,1
000009,1
0000090b,1
,
0000,1
000009,1
0000090b,1
0000090b0d,1
0000090c,1
,
0000,1
000009,1
0000090b,1
0000090b0d,1
0000090c,1
,
0000,1
000009,1
0000090c,1
,
0000090c,1
0000,1
000009,1
,
0000,1
000009,1
0000090c,1
,
0000,1
000009,1
0000090c,1
,
0000,1
000009,1
0000090c,1
,
0000,1
000009,1
0000090c,1
,
0000,1
000009,1
0000090c,1
,
0000,1
000009,1
0000090c,1
,
0000,1
000009,1
0000090c,1
0000090c0f,1
,
0000,1
000009,1
0000090c,1
0000090c0f,1
,
000009,1
0000090c,1
0000090c0f,1
0000,1
,
0000090c,1
0000090c0f,1
0000090d03,1
0000,1
000009,1
,
0000,1
000009,1
0000090c,1
0000090c0f,1
0000090d,1
0000090d03,1
,
0000,1
000009,1
0000090d,1
0000090d03,1
,
0000090d,1
0000090d03,1
0000090d06,1
0000,1
000009,1
,
0000090d06,1
0000,1
000009,1
0000090d,1
,
0000090d07,1
0000,1
000009,1
0000090d,1
0000090d06,1
,
0000,1
000009,1
0000090d,1
0000090d06,1
0000090d07,1
,
0000090d,1
0000090d07,1
0000,1
000009,1
,
0000090d,1
0000090d07,1
0000090e00,1
0000,1
000009,1
,
0000090e,1
0000090e00,1
0000,1
000009,1
0000090d,1
,
0000,1
000009,1
0000090e,1
0000090e00,1
,
0000,1
000009,1
0000090e,1
0000090e00,1
,
0000,1
000009,1
0000090e,1
,
0000090e,1
0000,1
000009,1
,
0000090e0f,1
0000,1
000009,1
0000090e,1
,
000009,1
0000090e,1
0000090e0f,1
0000,1
,
0000,1
000009,1
0000090e,1
0000090e0f,1
0000090f0000,1
,
0000,1
000009,1
0000090e,1
0000090e0f,1
0000090f,1
0000090f0000,1
,
0000,1
000009,1
0000090f,1
0000090f0000,1
,
0000090f0000,1
0000,1
000009,1
0000090f,1
,
0000,1
000009,1
0000090f,1
,
000009,1
0000090f,1
0000,1
,
0000,1
000009,1
0000090f,1
,
0000,1
000009,1
0000090f,1
0000090f0b,1
,
000009,1
0000090f,1
0000090f0b,1
0000,1
,
0000090f,1
0000090f0b,1
0000,1
000009,1
,
0000,1
000009,1
0000090f,1
0000090f0b,1
0000090f0f,1
,
0000090f,1
0000090f0f,1
0000,1
000009,1
,
00000a0003,1
0000,1
000009,1
0000090f,1
0000090f0f,1
,
0000090f0f,1
00000a0003,1
0000,1
000009,1
0000090f,1
,
0000,1
00000a00,1
00000a0003,1
,
0000,1
00000a00,1
00000a0003,1
,
0000,1
00000a00,1
00000a0003,1
,
0000,1
00000a00,1
00000a0007,1
,
0000,1
00000a00,1
00000a0007,1
,
0000,1
00000a00,1
00000a0007,1
,
0000,1
00000a00,1
00000a0007,1
,
00000a0007,1
00000a000c,1
0000,1
00000a00,1
,
0000,1
00000a00,1
00000a000c,1
,
0000,1
00000a00,1
00000a000c,1
,
0000,1
00000a00,1
00000a000c,1
00000a000f,1
,
0000,1
00000a,1
00000a00,1
00000a000f,1
,
00000a00,1
00000a000f,1
00000a01,1
0000,1
00000a,1
,
00000a0101,1
0000,1
00000a,1
00000a00,1
00000a000f,1
00000a01,1
,
00000a,1
00000a01,1
00000a0101,1
0000,1
,
0000,1
00000a,1
00000a01,1
00000a0101,1
,
0000,1
00000a,1
00000a01,1
00000a0101,1
00000a0108,1
,
0000,1
00000a,1
00000a01,1
00000a0108,1
,
0000,1
00000a,1
00000a01,1
00000a0108,1
,
00000a,1
00000a01,1
00000a0108,1
0000,1
,
0000,1
00000a,1
00000a01,1
00000a010e,1
,
0000,1
00000a,1
00000a01,1
00000a010e,1
,
0000,1
00000a,1
00000a01,1
00000a010e,1
,
00000a01,1
00000a010e,1
00000a010f,1
0000,1
00000a,1
,
00000a01,1
00000a010e,1
00000a010f,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a01,1
00000a010f,1
00000a02,1
,
0000,1
00000a,1
00000a01,1
00000a010f,1
00000a02,1
,
00000a02,1
0000,1
00000a,1
,
00000a,1
00000a02,1
0000,1
,
0000,1
00000a,1
00000a02,1
,
00000a,1
00000a02,1
00000a020e,1
0000,1
,
0000,1
00000a,1
00000a02,1
00000a020e,1
,
0000,1
00000a,1
00000a02,1
00000a020e,1
,
00000a,1
00000a02,1
00000a020e,1
00000a0301,1
0000,1
,
00000a,1
00000a02,1
00000a0301,1
0000,1
,
0000,1
00000a,1
00000a0301,1
,
0000,1
00000a,1
00000a03,1
00000a0301,1
,
00000a0302,1
0000,1
00000a,1
00000a03,1
00000a0301,1
,
0000,1
00000a,1
00000a03,1
00000a0301,1
00000a0302,1
,
00000a,1
00000a03,1
00000a0302,1
00000a0306,1
0000,1
,
00000a,1
00000a03,1
00000a0302,1
00000a0306,1
0000,1
,
00000a,1
00000a03,1
00000a0306,1
0000,1
,
00000a0306,1
0000,1
00000a,1
00000a03,1
,
00000a03,1
00000a0306,1
00000a030a,1
0000,1
00000a,1
,
00000a030a,1
0000,1
00000a,1
00000a03,1
,
00000a,1
00000a03,1
00000a030a,1
00000a0400,1
0000,1
,
0000,1
00000a,1
00000a03,1
00000a030a,1
00000a04,1
00000a0400,1
,
00000a0400,1
00000a0401,1
0000,1
00000a,1
00000a04,1
,
0000,1
00000a,1
00000a04,1
00000a0400,1
00000a0401,1
,
00000a0401,1
0000,1
00000a,1
00000a04,1
,
0000,1
00000a,1
00000a04,1
00000a0401,1
,
00000a04,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a04,1
,
00000a,1
00000a04,1
0000,1
,
0000,1
00000a,1
00000a04,1
,
00000a04,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a04,1
00000a040e,1
,
00000a04,1
00000a040e,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a04,1
00000a040e,1
00000a05,1
,
0000,1
00000a,1
00000a04,1
00000a040e,1
00000a05,1
,
00000a05,1
00000a0504,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a05,1
00000a0504,1
,
00000a0504,1
0000,1
00000a,1
00000a05,1
,
0000,1
00000a,1
00000a05,1
00000a0504,1
00000a0507,1
,
00000a,1
00000a05,1
00000a0507,1
0000,1
,
00000a0507,1
0000,1
00000a,1
00000a05,1
,
0000,1
00000a,1
00000a05,1
00000a0507,1
00000a050a,1
,
00000a,1
00000a05,1
00000a0507,1
00000a050a,1
0000,1
,
0000,1
00000a,1
00000a05,1
00000a050a,1
,
0000,1
00000a,1
00000a05,1
00000a050a,1
00000a050c,1
,
0000,1
00000a,1
00000a05,1
00000a050c,1
,
00000a05,1
00000a050c,1
0000,1
00000a,1
,
00000a050c,1
0000,1
00000a,1
00000a05,1
,
0000,1
00000a,1
00000a05,1
,
00000a,1
00000a05,1
00000a06,1
0000,1
,
0000,1
00000a,1
00000a05,1
00000a06,1
,
0000,1
00000a,1
00000a06,1
,
0000,1
00000a,1
00000a06,1
,
0000,1
00000a,1
00000a06,1
00000a0605,1
,
00000a06,1
00000a0605,1
0000,1
00000a,1
,
00000a,1
00000a06,1
00000a0605,1
0000,1
,
0000,1
00000a,1
00000a06,1
00000a0605,1
00000a0606,1
,
00000a06,1
00000a0605,1
00000a0606,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a06,1
00000a0606,1
00000a0608,1
,
00000a0608,1
0000,1
00000a,1
00000a06,1
00000a0606,1
,
00000a06,1
00000a0608,1
0000,1
00000a,1
,
00000a06,1
00000a0608,1
00000a0609,1
0000,1
00000a,1
,
00000a0608,1
00000a0609,1
0000,1
00000a,1
00000a06,1
,
00000a06,1
00000a0609,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a06,1
00000a0609,1
00000a060b,1
,
0000,1
00000a,1
00000a06,1
00000a060b,1
,
0000,1
00000a,1
00000a06,1
00000a060b,1
,
0000,1
00000a,1
00000a06,1
00000a060b,1
00000a060e,1
,
00000a060b,1
00000a060e,1
0000,1
00000a,1
00000a06,1
,
00000a,1
00000a06,1
00000a060e,1
00000a07,1
0000,1
,
0000,1
00000a,1
00000a06,1
00000a060e,1
00000a07,1
00000a070204,1
,
00000a0702,1
00000a070204,1
0000,1
00000a,1
00000a07,1
,
00000a070204,1
0000,1
00000a,1
00000a07,1
00000a0702,1
,
0000,1
00000a,1
00000a07,1
00000a0702,1
00000a070204,1
00000a0703,1
,
00000a,1
00000a07,1
00000a0702,1
00000a0703,1
0000,1
,
0000,1
00000a,1
00000a07,1
00000a0703,1
,
00000a,1
00000a07,1
00000a0703,1
00000a0707,1
0000,1
,
0000,1
00000a,1
00000a07,1
00000a0707,1
,
0000,1
00000a,1
00000a07,1
00000a0707,1
,
0000,1
00000a,1
00000a07,1
00000a0707,1
,
0000,1
00000a,1
00000a07,1
,
00000a,1
00000a07,1
00000a070e,1
0000,1
,
0000,1
00000a,1
00000a07,1
00000a070e,1
,
00000a070e,1
0000,1
00000a,1
00000a07,1
,
0000,1
00000a,1
00000a07,1
00000a070e,1
00000a0800,1
,
00000a08,1
00000a0800,1
0000,1
00000a,1
00000a07,1
,
00000a,1
00000a08,1
00000a0800,1
0000,1
,
0000,1
00000a,1
00000a08,1
00000a0800,1
00000a0802,1
,
0000,1
00000a,1
00000a08,1
00000a0802,1
,
00000a08,1
00000a0802,1
0000,1
00000a,1
,
00000a0807,1
0000,1
00000a,1
00000a08,1
00000a0802,1
,
00000a,1
00000a08,1
00000a0807,1
0000,1
,
00000a08,1
00000a0807,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a08,1
00000a0807,1
,
00000a,1
00000a08,1
00000a080a,1
0000,1
,
0000,1
00000a,1
00000a08,1
00000a080a,1
,
0000,1
00000a,1
00000a08,1
00000a080a,1
,
00000a080b,1
0000,1
00000a,1
00000a08,1
00000a080a,1
,
0000,1
00000a,1
00000a08,1
00000a080a,1
00000a080b,1
,
0000,1
00000a,1
00000a08,1
00000a080b,1
,
0000,1
00000a,1
00000a08,1
00000a080b,1
00000a09,1
,
00000a08,1
00000a09,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a09,1
,
0000,1
00000a,1
00000a09,1
,
0000,1
00000a,1
00000a09,1
,
0000,1
00000a,1
00000a09,1
00000a0909,1
,
0000,1
00000a,1
00000a09,1
00000a0909,1
,
0000,1
00000a,1
00000a09,1
00000a0909,1
,
00000a,1
00000a09,1
00000a0909,1
00000a090c,1
0000,1
,
0000,1
00000a,1
00000a09,1
00000a090c,1
,
00000a090c,1
0000,1
00000a,1
00000a09,1
,
00000a09,1
00000a090c,1
00000a090e,1
0000,1
00000a,1
,
00000a090e,1
0000,1
00000a,1
00000a09,1
00000a090c,1
,
00000a,1
00000a09,1
00000a090e,1
00000a0a,1
0000,1
,
00000a09,1
00000a090e,1
00000a0a,1
00000a0a01,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a0a,1
00000a0a01,1
,
0000,1
00000a,1
00000a0a,1
00000a0a01,1
00000a0a04,1
,
0000,1
00000a,1
00000a0a,1
00000a0a01,1
00000a0a04,1
,
0000,1
00000a,1
00000a0a,1
00000a0a04,1
,
00000a0a04,1
0000,1
00000a,1
00000a0a,1
,
0000,1
00000a,1
00000a0a,1
,
0000,1
00000a,1
00000a0a,1
,
0000,1
00000a,1
00000a0a,1
00000a0a0e,1
,
0000,1
00000a,1
00000a0a,1
00000a0a0e,1
,
0000,1
00000a,1
00000a0a,1
00000a0a0e,1
00000a0b,1
,
00000a,1
00000a0a,1
00000a0a0e,1
00000a0b,1
0000,1
,
00000a,1
00000a0b,1
0000,1
,
0000,1
00000a,1
00000a0b,1
,
0000,1
00000a,1
00000a0b,1
,
0000,1
00000a,1
00000a0b,1
,
0000,1
00000a,1
00000a0b,1
,
0000,1
00000a,1
00000a0b,1
,
00000a0c,1
0000,1
00000a,1
00000a0b,1
,
0000,1
00000a,1
00000a0b,1
00000a0c,1
00000a0c02,1
,
0000,1
00000a,1
00000a0c,1
00000a0c02,1
,
00000a0c02,1
00000a0c0406,1
0000,1
00000a,1
00000a0c,1
,
00000a,1
00000a0c,1
00000a0c02,1
00000a0c0406,1
0000,1
,
0000,1
00000a,1
00000a0c,1
00000a0c0406,1
00000a0c05,1
,
00000a0c,1
00000a0c0406,1
00000a0c05,1
0000,1
00000a,1
,
00000a0c05,1
00000a0c050a,1
0000,1
00000a,1
00000a0c,1
,
00000a0c05,1
00000a0c050a,1
0000,1
00000a,1
00000a0c,1
,
00000a0c05,1
00000a0c050a,1
0000,1
00000a,1
00000a0c,1
,
00000a,1
00000a0c,1
00000a0c05,1
00000a0c050a,1
00000a0c09,1
0000,1
,
0000,1
00000a,1
00000a0c,1
00000a0c09,1
,
00000a0c,1
00000a0c09,1
00000a0c0d,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a0c,1
00000a0c09,1
00000a0c0d,1
,
0000,1
00000a,1
00000a0c,1
00000a0c0d,1
00000a0d,1
,
00000a,1
00000a0c,1
00000a0c0d,1
00000a0d,1
0000,1
,
0000,1
00000a,1
00000a0d,1
,
00000a,1
00000a0d,1
0000,1
,
0000,1
00000a,1
00000a0d,1
,
0000,1
00000a,1
00000a0d,1
,
0000,1
00000a,1
00000a0d,1
,
0000,1
00000a,1
00000a0d,1
,
0000,1
00000a,1
00000a0d,1
00000a0d0e,1
,
0000,1
00000a,1
00000a0d,1
00000a0d0e,1
,
00000a0d0e,1
0000,1
00000a,1
00000a0d,1
,
00000a0d0e,1
00000a0e,1
0000,1
00000a,1
00000a0d,1
,
0000,1
00000a,1
00000a0d,1
00000a0d0e,1
00000a0e,1
,
0000,1
00000a,1
00000a0e,1
,
00000a0e04,1
0000,1
00000a,1
00000a0e,1
,
00000a0e,1
00000a0e04,1
0000,1
00000a,1
,
00000a0e,1
00000a0e04,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a0e,1
00000a0e04,1
00000a0e06,1
,
0000,1
00000a,1
00000a0e,1
00000a0e06,1
,
0000,1
00000a,1
00000a0e,1
00000a0e06,1
,
0000,1
00000a,1
00000a0e,1
00000a0e06,1
,
0000,1
00000a,1
00000a0e,1
,
0000,1
00000a,1
00000a0e,1
,
0000,1
00000a,1
00000a0e,1
,
0000,1
00000a,1
00000a0e,1
00000a0e0d,1
,
00000a0e0d,1
0000,1
00000a,1
00000a0e,1
,
0000,1
00000a,1
00000a0e,1
00000a0e0d,1
,
0000,1
00000a,1
00000a0e,1
00000a0e0d,1
,
00000a,1
00000a0e,1
00000a0e0d,1
0000,1
,
0000,1
00000a,1
00000a0e,1
00000a0e0d,1
,
00000a0e,1
00000a0f01,1
0000,1
00000a,1
,
00000a0f01,1
0000,1
00000a,1
00000a0e,1
00000a0f,1
,
0000,1
00000a,1
00000a0f,1
00000a0f01,1
,
0000,1
00000a,1
00000a0f,1
00000a0f01,1
00000a0f03,1
,
0000,1
00000a,1
00000a0f,1
00000a0f03,1
,
00000a0f,1
00000a0f03,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a0f,1
00000a0f03,1
00000a0f0509,1
,
00000a,1
00000a0f,1
00000a0f0509,1
0000,1
,
00000a,1
00000a0f,1
00000a0f0509,1
0000,1
,
0000,1
00000a,1
00000a0f,1
00000a0f0509,1
00000a0f07,1
,
00000a0f,1
00000a0f07,1
0000,1
00000a,1
,
0000,1
00000a,1
00000a0f,1
00000a0f07,1
,
0000,1
00000a,1
00000a0f,1
00000a0f07,1
00000a0f08,1
,
0000,1
00000a,1
00000a0f,1
00000a0f07,1
00000a0f08,1
,
0000,1
00000a,1
00000a0f,1
00000a0f08,1
00000b00,1
,
00000a0f08,1
00000b00,1
0000,1
00000a,1
00000a0f,1
,
0000,1
00000b00,1
,
0000,1
00000b00,1
00000b000c,1
,
0000,1
00000b00,1
00000b000c,1
,
00000b000d,1
0000,1
00000b00,1
00000b000c,1
,
0000,1
00000b00,1
00000b000c,1
00000b000d,1
,
00000b000e,1
0000,1
00000b00,1
00000b000d,1
,
0000,1
00000b00,1
00000b000d,1
00000b000e,1
,
0000,1
00000b,1
00000b00,1
00000b000e,1
,
0000,1
00000b,1
00000b00,1
00000b000e,1
00000b0100,1
,
00000b0100,1
0000,1
00000b,1
00000b00,1
,
0000,1
00000b,1
00000b01,1
00000b0100,1
,
0000,1
00000b,1
00000b01,1
00000b0100,1
,
00000b0100,1
0000,1
00000b,1
00000b01,1
,
0000,1
00000b,1
00000b01,1
,
0000,1
00000b,1
00000b01,1
00000b0104,1
,
00000b0104,1
0000,1
00000b,1
00000b01,1
,
0000,1
00000b,1
00000b01,1
00000b0104,1
00000b0106,1
,
0000,1
00000b,1
00000b01,1
00000b0104,1
00000b0106,1
,
0000,1
00000b,1
00000b01,1
00000b0106,1
,
00000b01,1
00000b0106,1
0000,1
00000b,1
,
00000b0106,1
00000b0108,1
0000,1
00000b,1
00000b01,1
,
0000,1
00000b,1
00000b01,1
00000b0108,1
,
0000,1
00000b,1
00000b01,1
00000b0108,1
,
0000,1
00000b,1
00000b01,1
00000b0108,1
,
00000b010d06,1
0000,1
00000b,1
00000b01,1
,
0000,1
00000b,1
00000b01,1
00000b010d06,1
,
0000,1
00000b,1
00000b01,1
00000b010d06,1
,
0000,1
00000b,1
00000b01,1
00000b010d06,1
00000b0200,1
,
0000,1
00000b,1
00000b01,1
00000b02,1
00000b0200,1
,
0000,1
00000b,1
00000b02,1
00000b0200,1
00000b0201,1
,
00000b0200,1
00000b0201,1
0000,1
00000b,1
00000b02,1
,
00000b0201,1
0000,1
00000b,1
00000b02,1
,
0000,1
00000b,1
00000b02,1
00000b0201,1
00000b0208,1
,
0000,1
00000b,1
00000b02,1
00000b0208,1
,
0000,1
00000b,1
00000b02,1
00000b0208,1
,
0000,1
00000b,1
00000b02,1
00000b0208,1
,
0000,1
00000b,1
00000b02,1
00000b020c,1
,
0000,1
00000b,1
00000b02,1
00000b020c,1
,
0000,1
00000b,1
00000b02,1
00000b020c,1
,
00000b,1
00000b02,1
00000b020c,1
0000,1
,
0000,1
00000b,1
00000b02,1
00000b020c,1
00000b020f,1
,
00000b02,1
00000b020f,1
0000,1
00000b,1
,
00000b,1
00000b02,1
00000b020f,1
00000b0300,1
0000,1
,
00000b03,1
00000b0300,1
0000,1
00000b,1
00000b02,1
00000b020f,1
,
0000,1
00000b,1
00000b03,1
00000b0300,1
,
00000b,1
00000b03,1
00000b0300,1
00000b0302,1
0000,1
,
0000,1
00000b,1
00000b03,1
00000b0302,1
,
0000,1
00000b,1
00000b03,1
00000b0302,1
,
0000,1
00000b,1
00000b03,1
00000b0302,1
,
00000b,1
00000b03,1
00000b0308,1
0000,1
,
0000,1
00000b,1
00000b03,1
00000b0308,1
,
00000b,1
00000b03,1
00000b0308,1
00000b0309,1
0000,1
,
00000b03,1
00000b0308,1
00000b0309,1
0000,1
00000b,1
,
00000b03,1
00000b0309,1
00000b030b,1
0000,1
00000b,1
,
0000,1
00000b,1
00000b03,1
00000b0309,1
00000b030b,1
,
0000,1
00000b,1
00000b03,1
00000b030b,1
,
0000,1
00000b,1
00000b03,1
00000b030b,1
,
0000,1
00000b,1
00000b03,1
,
0000,1
00000b,1
00000b03,1
00000b04,1
,
00000b0402,1
0000,1
00000b,1
00000b03,1
00000b04,1
,
00000b,1
00000b04,1
00000b0402,1
0000,1
,
0000,1
00000b,1
00000b04,1
00000b0402,1
,
00000b0402,1
0000,1
00000b,1
00000b04,1
,
0000,1
00000b,1
00000b04,1
,
0000,1
00000b,1
00000b04,1
00000b0409,1
,
0000,1
00000b,1
00000b04,1
00000b0409,1
,
00000b04,1
00000b0409,1
00000b040f,1
0000,1
00000b,1
,
0000,1
00000b,1
00000b04,1
00000b0409,1
00000b040f,1
,
00000b040f,1
00000b0500,1
0000,1
00000b,1
00000b04,1
,
0000,1
00000b,1
00000b04,1
00000b040f,1
00000b05,1
00000b0500,1
,
00000b0500,1
00000b0501,1
0000,1
00000b,1
00000b05,1
,
00000b0500,1
00000b0501,1
0000,1
00000b,1
00000b05,1
,
00000b0501,1
00000b0502,1
0000,1
00000b,1
00000b05,1
,
00000b,1
00000b05,1
00000b0501,1
00000b0502,1
0000,1
,
0000,1
00000b,1
00000b05,1
00000b0502,1
,
0000,1
00000b,1
00000b05,1
00000b0502,1
,
00000b,1
00000b05,1
0000,1
,
0000,1
00000b,1
00000b05,1
00000b0508,1
,
00000b05,1
00000b0508,1
0000,1
00000b,1
,
0000,1
00000b,1
00000b05,1
00000b0508,1
,
0000,1
00000b,1
00000b05,1
00000b0508,1
,
0000,1
00000b,1
00000b05,1
,
0000,1
00000b,1
00000b05,1
,
0000,1
00000b,1
00000b05,1
,
0000,1
00000b,1
00000b05,1
00000b06,1
,
00000b,1
00000b05,1
00000b06,1
0000,1
,
0000,1
00000b,1
00000b06,1
,
0000,1
00000b,1
00000b06,1
,
0000,1
00000b,1
00000b06,1
,
00000b06,1
0000,1
00000b,1
,
0000,1
00000b,1
00000b06,1
,
0000,1
00000b,1
00000b06,1
00000b0700,1
,
00000b06,1
00000b07,1
00000b0700,1
0000,1
00000b,1
,
00000b07,1
00000b0700,1
00000b0702,1
0000,1
00000b,1
,
00000b0700,1
00000b0702,1
0000,1
00000b,1
00000b07,1
,
0000,1
00000b,1
00000b07,1
00000b0702,1
,
00000b0702,1
0000,1
00000b,1
00000b07,1
,
0000,1
00000b,1
00000b07,1
,
00000b,1
00000b07,1
0000,1
,
0000,1
00000b,1
00000b07,1
00000b070c05,1
,
0000,1
00000b,1
00000b07,1
00000b070c,1
00000b070c05,1
,
00000b,1
00000b07,1
00000b070c,1
00000b070c05,1
0000,1
,
